"DATUM","JAARTAL","KWARTAAL","MAAND","EERSTEDAGMAAND","LAATSTEDAGMAAND","PERIODEMAAND","PERIODE4WEKEN","EERSTEDAG4WEKEN","LAATSTEDAG4WEKEN","JAAR4WEKEN","VIERWEKENNUMMER","ISOWEEK","DAGOMS","DAGJAAR","DAGMAAND","DAGWEEK","EERSTEDAGWEEK","LAATSTEDAGWEEK"
20-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202111",11-10-21,07-11-21,"2021","11","42","Woensdag","293","20","3",18-10-21,24-10-21
21-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202111",11-10-21,07-11-21,"2021","11","42","Donderdag","294","21","4",18-10-21,24-10-21
22-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202111",11-10-21,07-11-21,"2021","11","42","Vrijdag","295","22","5",18-10-21,24-10-21
23-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202111",11-10-21,07-11-21,"2021","11","42","Zaterdag","296","23","6",18-10-21,24-10-21
24-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202111",11-10-21,07-11-21,"2021","11","42","Zondag","297","24","7",18-10-21,24-10-21
25-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202111",11-10-21,07-11-21,"2021","11","43","Maandag","298","25","1",25-10-21,31-10-21
26-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202111",11-10-21,07-11-21,"2021","11","43","Dinsdag","299","26","2",25-10-21,31-10-21
27-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202111",11-10-21,07-11-21,"2021","11","43","Woensdag","300","27","3",25-10-21,31-10-21
28-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202111",11-10-21,07-11-21,"2021","11","43","Donderdag","301","28","4",25-10-21,31-10-21
29-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202111",11-10-21,07-11-21,"2021","11","43","Vrijdag","302","29","5",25-10-21,31-10-21
30-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202111",11-10-21,07-11-21,"2021","11","43","Zaterdag","303","30","6",25-10-21,31-10-21
31-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202111",11-10-21,07-11-21,"2021","11","43","Zondag","304","31","7",25-10-21,31-10-21
01-11-21,"2021","4","11",01-11-21,30-11-21,"202111","202111",11-10-21,07-11-21,"2021","11","44","Maandag","305","1","1",01-11-21,07-11-21
02-11-21,"2021","4","11",01-11-21,30-11-21,"202111","202111",11-10-21,07-11-21,"2021","11","44","Dinsdag","306","2","2",01-11-21,07-11-21
03-11-21,"2021","4","11",01-11-21,30-11-21,"202111","202111",11-10-21,07-11-21,"2021","11","44","Woensdag","307","3","3",01-11-21,07-11-21
04-11-21,"2021","4","11",01-11-21,30-11-21,"202111","202111",11-10-21,07-11-21,"2021","11","44","Donderdag","308","4","4",01-11-21,07-11-21
05-11-21,"2021","4","11",01-11-21,30-11-21,"202111","202111",11-10-21,07-11-21,"2021","11","44","Vrijdag","309","5","5",01-11-21,07-11-21
06-11-21,"2021","4","11",01-11-21,30-11-21,"202111","202111",11-10-21,07-11-21,"2021","11","44","Zaterdag","310","6","6",01-11-21,07-11-21
07-11-21,"2021","4","11",01-11-21,30-11-21,"202111","202111",11-10-21,07-11-21,"2021","11","44","Zondag","311","7","7",01-11-21,07-11-21
08-11-21,"2021","4","11",01-11-21,30-11-21,"202111","202112",08-11-21,05-12-21,"2021","12","45","Maandag","312","8","1",08-11-21,14-11-21
09-11-21,"2021","4","11",01-11-21,30-11-21,"202111","202112",08-11-21,05-12-21,"2021","12","45","Dinsdag","313","9","2",08-11-21,14-11-21
10-11-21,"2021","4","11",01-11-21,30-11-21,"202111","202112",08-11-21,05-12-21,"2021","12","45","Woensdag","314","10","3",08-11-21,14-11-21
11-11-21,"2021","4","11",01-11-21,30-11-21,"202111","202112",08-11-21,05-12-21,"2021","12","45","Donderdag","315","11","4",08-11-21,14-11-21
12-11-21,"2021","4","11",01-11-21,30-11-21,"202111","202112",08-11-21,05-12-21,"2021","12","45","Vrijdag","316","12","5",08-11-21,14-11-21
